District,Crop,Season,Risk_Adjusted_Score,Rank,Yield_Score,Price_Score,Price_Trend_Score,Price_Stability_Score,Cost_Score,Disease_Score,Weather_Score
Hanumangarh,Gram,Rabi,49.53823778114115,4.0,44.48779115646041,68.95662309598212,54.44441413996499,69.31375000072688,93.81821196798955,1.0,0.4510705496321863
Hanumangarh,Wheat,Rabi,48.68805839409124,5.0,73.06075891498605,48.74869754627479,95.33688922259724,26.59798463150082,76.34356921253553,-39.66666666666666,0.4510705496321863
Jaipur,Coriander,Kharif,58.21946884986436,1.0,72.19538860099352,69.09512891304315,88.20018145607989,49.57976356249721,80.08169191491832,1.0,0.5542315085381208
Jaipur,Cumin,Kharif,52.69199842971015,2.0,37.32446357643027,77.43270685382444,100.0,47.1074882249204,80.08169191491832,1.0,0.5542315085381208
Jaipur,Gram,Kharif,49.14576731116241,3.0,44.07486177250563,72.28679422360855,83.18392353395808,16.548601455678053,93.81821196798955,1.0,0.5542315085381208
Jaipur,Oilseeds,Kharif,47.78643203854469,4.0,54.22598306639712,49.42824841283573,81.86607777083053,39.0078258140804,80.08169191491832,1.0,0.5542315085381208
Jaipur,Tomato,Kharif,47.77732056280378,5.0,39.50915637253571,83.5474173652818,93.38586035998084,46.8574326693738,80.08169191491832,-55.66666666666666,0.5542315085381208
Jaipur,Coriander,Rabi,58.375811367522395,1.0,72.82075867162565,69.09512891304315,88.20018145607989,49.57976356249721,80.08169191491832,1.0,0.5542315085381208
Jaipur,Guava,Rabi,56.90164314337376,2.0,82.72059954673648,61.33890245659367,48.303385842983126,85.44612546577794,80.08169191491832,1.0,0.5542315085381208
Jaipur,Coriander,Rabi,56.26831917110573,3.0,64.390789885959,69.09512891304315,88.20018145607989,49.57976356249721,80.08169191491832,1.0,0.5542315085381208
Jaipur,Tomato,Rabi,54.213664021554536,4.0,65.25453020753875,83.5474173652818,93.38586035998084,46.8574326693738,80.08169191491832,-55.66666666666666,0.5542315085381208
Jaipur,Oilseeds,Rabi,53.13733879034905,5.0,75.62961007361454,49.42824841283573,81.86607777083053,39.0078258140804,80.08169191491832,1.0,0.5542315085381208
Jodhpur,Fenugreek,Kharif,60.083270943967975,1.0,87.14168726988524,70.51132837787455,66.87858275463489,60.00203695380874,80.08169191491832,1.0,0.5542315085381208
Jodhpur,Garlic,Kharif,55.942785771321184,2.0,79.55794509439102,55.62232017244742,77.72744396910632,51.061265255223496,80.08169191491832,1.0,0.5542315085381208
Jodhpur,Fennel,Kharif,54.39859805908265,3.0,75.67746564181158,53.122201751966514,73.44666472967407,56.74199246439698,80.08169191491832,1.0,0.5542315085381208
Jodhpur,Fenugreek,Kharif,53.808475776172834,4.0,62.04250659870468,70.51132837787455,66.87858275463489,60.00203695380874,80.08169191491832,1.0,0.5542315085381208
Jodhpur,Gram,Kharif,49.932564261318156,5.0,39.66604676324791,56.03746152026093,85.31005174614286,64.74808156879789,93.81821196798955,1.0,0.5542315085381208
Jodhpur,Fenugreek,Rabi,56.88309127115494,1.0,74.34096857863311,70.51132837787455,66.87858275463489,60.00203695380874,80.08169191491832,1.0,0.5542315085381208
Jodhpur,Pulses,Rabi,56.27217615701266,2.0,65.69225805436503,67.6661730560306,85.54855608463868,53.20001277173835,80.08169191491832,1.0,0.5542315085381208
Jodhpur,Gram,Rabi,55.81447786457925,3.0,63.19370117629233,56.03746152026093,85.31005174614286,64.74808156879789,93.81821196798955,1.0,0.5542315085381208
Jodhpur,Tomato,Rabi,51.75561771468065,4.0,81.76803858959461,48.442875435272285,77.7439658768024,74.66512423028207,80.08169191491832,-55.66666666666666,0.5542315085381208
Jodhpur,Gram,Rabi,51.50881476749631,5.0,45.97104878796055,56.03746152026093,85.31005174614286,64.74808156879789,93.81821196798955,1.0,0.5542315085381208
Kota,Chilli,Kharif,59.31382179839325,1.0,75.73062781377381,67.67305878032623,63.53828951784648,91.5221731886193,80.08169191491832,1.0,0.5542315085381208
Kota,Pulses,Kharif,53.924367596079634,2.0,64.26390876125929,55.03208399819974,71.04533292620128,80.31581324849027,80.08169191491832,1.0,0.5542315085381208
Kota,Maize,Kharif,48.42463028398087,3.0,69.77599413296733,57.42099620823302,64.75399669618699,59.10111272697908,83.42798581112653,-45.25,0.5542315085381208
Kota,Oilseeds,Kharif,47.86663682988008,4.0,85.13094754750446,43.37701033780127,31.95107813340956,49.52243813086629,80.08169191491832,1.0,0.5542315085381208
Kota,Pulses,Kharif,47.235168611175474,5.0,37.50711282164264,55.03208399819974,71.04533292620128,80.31581324849027,80.08169191491832,1.0,0.5542315085381208
Kota,Pulses,Rabi,56.849324340653595,1.0,75.96373573955512,55.03208399819974,71.04533292620128,80.31581324849027,80.08169191491832,1.0,0.5542315085381208
Kota,Bajra,Rabi,55.157049149782054,2.0,68.16790019645734,56.597112968734095,63.159591260116365,71.66289667049634,100.0,1.0,0.5542315085381208
Kota,Citrus,Rabi,53.80045214118936,3.0,78.2134824991223,53.036025919715215,64.64494167515527,57.79542738846804,80.08169191491832,1.0,0.5542315085381208
Kota,Maize,Rabi,50.60140811452363,4.0,78.48310545513839,57.42099620823302,64.75399669618699,59.10111272697908,83.42798581112653,-45.25,0.5542315085381208
Kota,Citrus,Rabi,50.26229628798574,5.0,64.06085908630781,53.036025919715215,64.64494167515527,57.79542738846804,80.08169191491832,1.0,0.5542315085381208
Nagaur,Barley,Kharif,58.03222688185493,1.0,77.91932629727573,61.812196491674136,57.23779342329045,95.13679153617322,79.35184691236462,1.0,0.5542315085381208
Nagaur,Gram,Kharif,56.506527055569585,2.0,85.48508625276789,65.18664141180268,43.93552154386244,59.70354630784948,93.81821196798955,1.0,0.5542315085381208
Nagaur,Pomegranate,Kharif,55.471894543256575,3.0,66.39359726082236,49.3232872410761,85.46625335381279,80.253074344182,80.08169191491832,1.0,0.5542315085381208
Nagaur,Barley,Kharif,54.82775325646283,4.0,65.10143179570731,61.812196491674136,57.23779342329045,95.13679153617322,79.35184691236462,1.0,0.5542315085381208
Nagaur,Barley,Kharif,54.31655846173577,5.0,63.05665261679909,61.812196491674136,57.23779342329045,95.13679153617322,79.35184691236462,1.0,0.5542315085381208
Nagaur,Barley,Rabi,57.570101958852426,1.0,76.07082660526572,61.812196491674136,57.23779342329045,95.13679153617322,79.35184691236462,1.0,0.5542315085381208
Nagaur,Pomegranate,Rabi,56.42187708929795,2.0,70.19352744498786,49.3232872410761,85.46625335381279,80.253074344182,80.08169191491832,1.0,0.5542315085381208
Nagaur,Mango,Rabi,53.53255194669955,3.0,82.14480826384589,48.252305599504446,51.88699395792291,73.99247324803102,80.08169191491832,1.0,0.5542315085381208
Nagaur,Cumin,Rabi,52.07133599781792,4.0,89.90726718481605,50.5316630532388,32.50762470747631,64.48450542499049,80.08169191491832,1.0,0.5542315085381208
Nagaur,Opium,Rabi,51.2628298831277,5.0,54.40518901951295,53.78610105486831,78.4075056837555,69.79594222366823,80.08169191491832,1.0,0.5542315085381208
Sri Ganganagar,Mango,Kharif,53.68245946985161,1.0,63.72797644985015,69.80487432182267,65.3768776578756,58.29682597888155,80.08169191491832,1.0,0.4510705496321863
Sri Ganganagar,Bajra,Kharif,53.286771726359014,2.0,75.51994221602352,41.67688911306114,78.53731511473444,41.45704027567524,100.0,1.0,0.4510705496321863
Sri Ganganagar,Opium,Kharif,53.191843392054494,3.0,74.95502412478426,56.56540132392274,77.60811028383478,33.45514307043612,80.08169191491832,1.0,0.4510705496321863
Sri Ganganagar,Mustard,Kharif,51.325279496536396,4.0,56.65172747047529,64.83805201749774,55.2932708867097,77.47470345956515,80.08169191491832,1.0,0.4510705496321863
Sri Ganganagar,Mango,Kharif,50.64762092082813,5.0,51.58862225375622,69.80487432182267,65.3768776578756,58.29682597888155,80.08169191491832,1.0,0.4510705496321863
Sri Ganganagar,Mustard,Rabi,59.809918886158414,1.0,90.59028502896338,64.83805201749774,55.2932708867097,77.47470345956515,80.08169191491832,1.0,0.4510705496321863
Sri Ganganagar,Bajra,Rabi,57.20573644300041,2.0,91.1958010825891,41.67688911306114,78.53731511473444,41.45704027567524,100.0,1.0,0.4510705496321863
Sri Ganganagar,Mustard,Rabi,55.38333524763519,3.0,72.88395047487049,64.83805201749774,55.2932708867097,77.47470345956515,80.08169191491832,1.0,0.4510705496321863
Sri Ganganagar,Maize,Rabi,52.89259257903358,4.0,78.90091260470146,57.168599015106885,63.97539087356525,82.74430357726183,83.42798581112653,-45.25,0.4510705496321863
Sri Ganganagar,Fenugreek,Rabi,51.377077020655896,5.0,73.6295642919457,51.70285052412213,49.75114907781106,70.13167234718338,80.08169191491832,1.0,0.4510705496321863
Udaipur,Guava,Kharif,59.64291090224509,1.0,65.55636975806952,74.91842443246028,67.46338248128173,100.0,80.08169191491832,1.0,0.4245701255156844
Udaipur,Guava,Kharif,57.00964462577799,2.0,55.02330465220109,74.91842443246028,67.46338248128173,100.0,80.08169191491832,1.0,0.4245701255156844
Udaipur,Bajra,Kharif,56.69840254344553,3.0,75.08962770043152,62.83278514358683,63.301253697457774,57.21793522450052,100.0,1.0,0.4245701255156844
Udaipur,Chilli,Kharif,56.37622658262667,4.0,74.96492401738773,66.94591825969843,71.86132854030795,53.15986441250463,80.08169191491832,1.0,0.4245701255156844
Udaipur,Guava,Kharif,56.37537811068691,5.0,52.48623859183677,74.91842443246028,67.46338248128173,100.0,80.08169191491832,1.0,0.4245701255156844
Udaipur,Fennel,Rabi,60.92279031026376,1.0,79.52875734523688,72.80796013572166,95.35476143575993,40.25168527402816,80.08169191491832,1.0,0.4245701255156844
Udaipur,Cumin,Rabi,56.00852822995288,2.0,93.55464514888855,49.8812579130846,53.65684151713044,64.44462928500852,80.08169191491832,1.0,0.4245701255156844
Udaipur,Pomegranate,Rabi,51.72701386638698,3.0,68.28686378325546,64.62663020296007,65.3521545344503,37.765224957701584,80.08169191491832,1.0,0.4245701255156844
Udaipur,Pomegranate,Rabi,51.37849205939285,4.0,66.89277655527891,64.62663020296007,65.3521545344503,37.765224957701584,80.08169191491832,1.0,0.4245701255156844
Udaipur,Pulses,Rabi,51.07523945629756,5.0,57.651013657677375,57.94489417911933,85.73204580227201,40.6307413167015,80.08169191491832,1.0,0.4245701255156844
