District,Crop,Average_Price,Price_Volatility,Price_Trend
Jaipur,Bajra,2488.7235406278105,260.04182090120656,-70.18672056407927
Jaipur,Barley,2486.549762048151,326.95860071671166,-90.95532017298035
Jaipur,Chilli,2374.438118245766,347.8007273815389,193.19095624842856
Jaipur,Citrus,2464.519365801934,371.7798696142649,-249.35942641249684
Jaipur,Coriander,2537.8802144321417,304.9340956843572,262.18440713967624
Jaipur,Cotton,2473.7971420445647,281.40576174145417,-148.18492090467234
Jaipur,Cumin,2560.745512353732,311.61613444070485,341.7178303923261
Jaipur,Fennel,2471.8541445468645,384.4118601479391,-20.275982504749763
Jaipur,Fenugreek,2534.2380211195027,248.1915778163013,35.142963296269144
Jaipur,Garlic,2470.5552075866267,261.84331677112203,-157.54974056843614
Jaipur,Gram,2570.7351489167622,394.21035954148107,228.37370378185764
Jaipur,Guava,2589.723922730277,207.9948848107761,-6.728942680931382
Jaipur,Maize,2454.2802540871708,247.47241633051053,-11.506915552902583
Jaipur,Mango,2498.121468383112,311.96797022604727,-87.72486536225126
Jaipur,Mustard,2367.260852629111,304.6430084906978,-143.19091570599858
Jaipur,Oilseeds,2429.589871796776,333.5078134620281,219.49112779389557
Jaipur,Onion,2492.813910915068,279.5897071192471,-137.0735566481295
Jaipur,Opium,2324.1527323900045,298.1600420326219,-2.3319230340099533
Jaipur,Pomegranate,2398.6335675262926,377.4853499041316,-208.32035645843317
Jaipur,Pulses,2504.7348677814603,260.6243666881331,34.848381540048884
Jaipur,Sugarcane,2517.906082920902,248.36920773888392,-63.48268798653927
Jaipur,Tomato,2616.1152573329823,312.2919818627158,297.1370459096004
Jaipur,Wheat,2503.988940727061,297.6413670220433,-33.230135454014736
Jodhpur,Bajra,2372.3098195021794,203.70975540628706,168.1371241286985
Jodhpur,Barley,2574.566825514411,321.7539680917549,73.99440583543324
Jodhpur,Chilli,2471.029992041708,324.83249979008684,81.14825384778584
Jodhpur,Citrus,2458.4225639014226,197.3608881143447,-116.02539327617669
Jodhpur,Coriander,2532.678328525161,334.92938127967636,58.81137928647677
Jodhpur,Cotton,2494.8963609333077,247.2235805086397,-116.29286601109928
Jodhpur,Cumin,2389.70837350395,271.1975223745837,167.27826919763203
Jodhpur,Fennel,2474.2233424916312,285.57610170330025,162.74239573087576
Jodhpur,Fenugreek,2600.736397971686,276.76488909499176,118.47205023916065
Jodhpur,Garlic,2479.202661347749,300.92990910451834,191.59580782646654
Jodhpur,Gram,2462.6562582730517,263.9373315917097,242.704284744581
Jodhpur,Guava,2500.030002171362,311.7972935026563,5.607781593094496
Jodhpur,Maize,2520.3558881303966,305.29888583810265,-153.18910357623318
Jodhpur,Mango,2493.8565053632315,268.6946478330232,-149.53464909138785
Jodhpur,Mustard,2556.6525166723172,348.6342084700552,-54.166978037472646
Jodhpur,Oilseeds,2505.795658348279,342.47291786105546,-161.82365843715024
Jodhpur,Onion,2547.5992270005777,308.0393110213099,-0.2369688859005949
Jodhpur,Opium,2460.604544907457,204.90918643805932,119.70790915338843
Jodhpur,Pomegranate,2537.0215916692996,270.7436360115873,-169.7636134372678
Jodhpur,Pulses,2535.5523445354847,295.1493256969267,244.31185747382054
Jodhpur,Sugarcane,2557.498300301033,375.0877895733256,121.46924624433156
Jodhpur,Tomato,2433.7833337732764,237.13365709591483,191.7071691895963
Jodhpur,Wheat,2618.2501495852725,309.97669689325267,25.493473045584977
Kota,Bajra,2522.1941674671225,245.24804492519522,93.40521353268004
Kota,Barley,2477.792885128488,276.3843557591727,-109.11607241860723
Kota,Chilli,2591.242070173165,191.57260944672294,95.95772471791432
Kota,Citrus,2495.9311253092324,282.7288893063056,103.41680843967605
Kota,Coriander,2594.5670765978966,288.69895062042633,-48.221583516062445
Kota,Cotton,2495.961547812856,307.8006086489773,183.68369200673132
Kota,Cumin,2520.4668265037953,339.84015462105606,80.26499209675144
Kota,Fennel,2522.877054600091,348.11305172561777,-17.9805857599266
Kota,Fenugreek,2455.3127982296883,273.32526198793164,-30.717156341979056
Kota,Garlic,2401.2217066690127,353.46058510715034,61.81235784926508
Kota,Gram,2436.3381567497795,323.30472331074475,-263.3059087038084
Kota,Guava,2423.5260350629596,300.002621965687,-102.97389491259337
Kota,Maize,2523.370542458299,279.19989724667636,104.15186373847227
Kota,Mango,2420.5607348352382,229.76267835915658,-55.271002414770166
Kota,Mustard,2384.9080130746947,310.1454691446306,154.8290104522878
Kota,Oilseeds,2517.5378843437566,305.0890342343076,-116.9471638664763
Kota,Onion,2616.4830118474365,349.6511976695419,-85.18026394926444
Kota,Opium,2483.3944626250486,268.8450137752359,-59.81677148988294
Kota,Pomegranate,2536.50997937701,338.37229356826066,-164.5133349984073
Kota,Pulses,2492.3657509338323,221.86103658887066,146.55688084479675
Kota,Sugarcane,2521.419779484003,198.21548933117285,-129.8418903128942
Kota,Tomato,2450.2861540325325,306.36672292678855,98.22432985744558
Kota,Wheat,2466.2505423807247,308.9406393347606,-151.83417880721348
Nagaur,Bajra,2461.8406586861793,271.0896348560723,-143.9682952583953
Nagaur,Barley,2570.1274617512154,181.80305849070606,53.49096807035679
Nagaur,Chilli,2529.6622960006016,285.5387662456558,0.00031933499111031616
Nagaur,Citrus,2386.835587168326,274.4543611575065,-26.518223732402717
Nagaur,Coriander,2493.3520104450463,351.9994672351066,131.9883035446136
Nagaur,Cotton,2487.588697001986,280.0303048450456,55.441129147157405
Nagaur,Cumin,2561.3516865774504,264.64972231186954,-113.19591514427711
Nagaur,Fennel,2479.779539577975,265.03635760448805,72.69541893171021
Nagaur,Fenugreek,2612.662662648438,273.9225402489848,-32.02449652768444
Nagaur,Garlic,2428.881188152318,438.93773865232663,237.26687922204516
Nagaur,Gram,2625.0862951061263,277.5716463498944,-36.169327608807954
Nagaur,Guava,2500.4551225324476,277.585217086817,134.05041510232655
Nagaur,Maize,2510.0202578537096,311.64986800000037,-70.723960353319
Nagaur,Mango,2497.9502589505228,238.95169081755617,17.425379685660598
Nagaur,Mustard,2485.796091347403,249.47450176130917,-13.083311199125362
Nagaur,Oilseeds,2502.09784252409,279.43694901411936,-152.4722676213369
Nagaur,Onion,2527.523798232102,282.7244871643125,-140.60551481108678
Nagaur,Opium,2465.8775426422094,250.29402899518487,196.17957629610825
Nagaur,Pomegranate,2419.824527370672,222.03060661359515,243.75711861056936
Nagaur,Pulses,2459.371126676146,256.01283944614437,84.74656805222712
Nagaur,Sugarcane,2497.4869353255785,222.54249571330547,140.38657747721078
Nagaur,Tomato,2447.7009755664544,398.67573607729423,32.876150679443946
Nagaur,Wheat,2556.8332538105415,257.89704597663444,-13.331204343264167
Sri Ganganagar,Bajra,2389.0132934877433,326.88810338919103,197.05452097240195
Sri Ganganagar,Barley,2552.3739575866252,268.02531449301875,115.60820513872446
Sri Ganganagar,Chilli,2517.1989278254327,302.037566426736,68.93737802738141
Sri Ganganagar,Citrus,2428.3367514203997,416.38292640290416,-107.82273387001561
Sri Ganganagar,Coriander,2497.9801038800183,328.20750048727047,-73.80890325397858
Sri Ganganagar,Cotton,2464.628477114618,326.4832059477054,115.85394052321007
Sri Ganganagar,Cumin,2400.470749762615,266.32453096541127,55.86597919140456
Sri Ganganagar,Fennel,2587.576710018225,343.6374431048228,-78.59303445894973
Sri Ganganagar,Fenugreek,2525.1591971442017,249.3866212874332,3.0293062020164303
Sri Ganganagar,Garlic,2490.895773497503,259.11308309226035,152.22212235448478
Sri Ganganagar,Gram,2538.706433943494,250.80332093930065,-28.482264486109624
Sri Ganganagar,Guava,2394.853086415687,286.3322472836942,85.1437581401838
Sri Ganganagar,Maize,2523.743736224537,215.29733947567934,98.90388588126542
Sri Ganganagar,Mango,2600.0678677549295,281.3737146772511,108.35022110961363
Sri Ganganagar,Mustard,2594.168458070026,229.53995706835244,40.38445008869863
Sri Ganganagar,Oilseeds,2452.816333633851,270.0852726939921,117.36664358031467
Sri Ganganagar,Onion,2579.646327014895,299.33065418109754,-116.26178342479348
Sri Ganganagar,Opium,2485.465088150359,348.51554368155143,190.79147202556635
Sri Ganganagar,Pomegranate,2432.2045493813166,264.172948654992,-108.26062942369596
Sri Ganganagar,Pulses,2514.4938109901764,311.4416943560057,14.152416899756115
Sri Ganganagar,Sugarcane,2525.773679113796,220.09829426346843,1.0812530726509348
Sri Ganganagar,Tomato,2520.6183459732238,436.5769868409875,-83.09210130213346
Sri Ganganagar,Wheat,2534.583143620669,359.8771878092114,30.532576180596187
Udaipur,Bajra,2561.248476217832,284.2897288141333,94.36005013005138
Udaipur,Barley,2419.3044090480366,274.43022999770966,-74.85176930889443
Udaipur,Chilli,2565.603941010463,295.2578382433757,152.0568742817712
Udaipur,Citrus,2441.090367696757,320.9339084147643,103.0029107565951
Udaipur,Coriander,2476.7659627990874,283.1504954608401,-49.513136743008225
Udaipur,Cotton,2499.17219893514,267.3479686992934,83.66972057610141
Udaipur,Cumin,2503.771507611252,264.7574991071007,29.354549146630738
Udaipur,Fennel,2543.258940436375,330.1459237111207,310.4078807126678
Udaipur,Fenugreek,2474.450481514884,309.99347259353544,163.5031687296147
Udaipur,Garlic,2462.7378247895363,244.39478718466185,229.34751403980107
Udaipur,Gram,2603.7957709132465,322.89173511630725,155.1937871808549
Udaipur,Guava,2627.1128861523953,168.65883181758016,122.41373154589571
Udaipur,Maize,2492.3303941659274,322.9184962728597,77.5853786907775
Udaipur,Mango,2562.5349716091146,231.17464393832404,-164.6633891399493
Udaipur,Mustard,2389.0634142342865,358.55290737834696,174.53150876857504
Udaipur,Oilseeds,2548.9578021351304,296.33628093271363,-146.77735057676895
Udaipur,Onion,2592.2753999676356,294.8902568674068,-55.624289547286295
Udaipur,Opium,2535.642031221851,303.2934197319395,104.88091920157204
Udaipur,Pomegranate,2567.4013696791335,336.86630147296796,108.18358171323715
Udaipur,Pulses,2473.6452711224865,329.12141518269215,245.54861932068482
Udaipur,Sugarcane,2510.1623974946974,306.386771961464,-106.60383728865102
Udaipur,Tomato,2505.4748374565497,311.62363600301023,251.41215324676295
Udaipur,Wheat,2398.105904302635,283.4050603710886,56.87306007063202
